code,interest,target,maturity,status,description,urgent,stable
3387,0.2,20000,12,1,本人出国留学回国后自己创业已经6年了，经营的消防器材公司效益一直还不错，近期打算扩大经营，急需周转资金，期待各位的大力支持。诚信的社会必定谨遵诚信的原则！,1,0
3388,0.15,3000,12,1,初一体验网贷-个人经营淘宝c店主营外贸女装，线需资金周转网大家多多支持,0,0
3389,0.15,50000,24,1,本人因装修房子需借款，两年左右即可归还，，，，，，，，，，，，，,0,0
3390,0.1,100000,3,1,因着眼于扩大经营，短期周转，法人有经济实力。,0,0
3391,0.15,100000,24,1,短期周转用，一定会按时还款的。用于购物，旅行等大额消费,0,1
3392,0.15,100000,12,1,本人小企业主，计算机网络系统集成商，现以承揽本地龙头企业的计算机网络集成项目，因采购主机设备资金有缺口，需要融资10万。本企业经营多年，口碑良好，本人有房产，车辆，人行信用记录良好。,0,1
3393,0.12,20000,9,0,贷款用于购买视频广告机，为合作单位发布多媒体广告，公司现合作单位有中国移动，西门子等客户，请各位多多支持。,0,0
3394,0.15,30000,12,1,本人属政府公职人员，收入稳定；和同学合伙投资一小型工厂，月收入5千左右。现因入住新房需购买家具、家电需借款，请大家支持。谢谢！,0,1
3395,0.15,200000,12,1,本人从商多年 ，一直诚信经营，视信誉为本，现店铺经营扩大需重新装修 ，需资金周转，望能够得到帮助。,0,0
3396,0.15,30000,12,1,你好 本人诚信你好 本人诚信你好 本人诚信你好 本人诚信你好 本人诚信你好 本人诚信,0,0
3397,0.15,5000,12,,我有能力偿还此笔款项，我没有太多现金去买一个电话所以通过这个贷款来买，请给予支持,0,0
3398,0.12,5000,9,1,个人消费周转 求大家帮忙 本人每月工资还款,0,0
3399,0.12,20000,9,1,为保证客户利益，给客户垫付周转首期、续期保险费,0,0
3400,0.12,160000,18,0,深圳市证大速贷小额贷款股份有限公司（“证大速贷”）成立于2010年，公司注册资本1亿元人民币，第一大股东证大集团（0755.HK）是以专业金融综合投资及房地产开发经营为主业的大型企业集团，第二大股东长安国际信托股份有限公司主要从事资金信托、融资租赁、投资银行业务等金融业务。证大速贷主要致力于为小微企业，个体工商户和中低收入个人提供快速便捷、免抵押、免担保的小额信贷服务。公司自成立以来发展迅速，先后在深圳、北京、上海、广州等主要一二线城市开设近48家营业网点。此外，证大速贷与中国银行、国家开发银行、江苏银行方资产管理公司等金融机构建立长期战略合作伙伴关系，累计为四万名小微客户提供了微金融服务，资产质量始终位于同行前列。,0,0
3401,0.12,150000,18,0,深圳市证大速贷小额贷款股份有限公司（“证大速贷”）成立于2010年，公司注册资本1亿元人民币，第一大股东证大集团（0755.HK）是以专业金融综合投资及房地产开发经营为主业的大型企业集团，第二大股东长安国际信托股份有限公司主要从事资金信托、融资租赁、投资银行业务等金融业务。证大速贷主要致力于为小微企业，个体工商户和中低收入个人提供快速便捷、免抵押、免担保的小额信贷服务。公司自成立以来发展迅速，先后在深圳、北京、上海、广州等主要一二线城市开设近48家营业网点。此外，证大速贷与中国银行、国家开发银行、江苏银行方资产管理公司等金融机构建立长期战略合作伙伴关系，累计为四万名小微客户提供了微金融服务，资产质量始终位于同行前列。,0,0
3402,0.11,30000,12,0,深圳市证大速贷小额贷款股份有限公司（“证大速贷”）成立于2010年，公司注册资本1亿元人民币，第一大股东证大集团（0755.HK）是以专业金融综合投资及房地产开发经营为主业的大型企业集团，第二大股东长安国际信托股份有限公司主要从事资金信托、融资租赁、投资银行业务等金融业务。证大速贷主要致力于为小微企业，个体工商户和中低收入个人提供快速便捷、免抵押、免担保的小额信贷服务。公司自成立以来发展迅速，先后在深圳、北京、上海、广州等主要一二线城市开设近48家营业网点。此外，证大速贷与中国银行、国家开发银行、江苏银行方资产管理公司等金融机构建立长期战略合作伙伴关系，累计为四万名小微客户提供了微金融服务，资产质量始终位于同行前列。,0,0
3403,0.11,50000,12,0,深圳市证大速贷小额贷款股份有限公司（“证大速贷”）成立于2010年，公司注册资本1亿元人民币，第一大股东证大集团（0755.HK）是以专业金融综合投资及房地产开发经营为主业的大型企业集团，第二大股东长安国际信托股份有限公司主要从事资金信托、融资租赁、投资银行业务等金融业务。证大速贷主要致力于为小微企业，个体工商户和中低收入个人提供快速便捷、免抵押、免担保的小额信贷服务。公司自成立以来发展迅速，先后在深圳、北京、上海、广州等主要一二线城市开设近48家营业网点。此外，证大速贷与中国银行、国家开发银行、江苏银行方资产管理公司等金融机构建立长期战略合作伙伴关系，累计为四万名小微客户提供了微金融服务，资产质量始终位于同行前列。,0,0
3404,0.12,120000,18,0,深圳市证大速贷小额贷款股份有限公司（“证大速贷”）成立于2010年，公司注册资本1亿元人民币，第一大股东证大集团（0755.HK）是以专业金融综合投资及房地产开发经营为主业的大型企业集团，第二大股东长安国际信托股份有限公司主要从事资金信托、融资租赁、投资银行业务等金融业务。证大速贷主要致力于为小微企业，个体工商户和中低收入个人提供快速便捷、免抵押、免担保的小额信贷服务。公司自成立以来发展迅速，先后在深圳、北京、上海、广州等主要一二线城市开设近48家营业网点。此外，证大速贷与中国银行、国家开发银行、江苏银行方资产管理公司等金融机构建立长期战略合作伙伴关系，累计为四万名小微客户提供了微金融服务，资产质量始终位于同行前列。,0,0
3405,0.12,50000,18,0,深圳市证大速贷小额贷款股份有限公司（“证大速贷”）成立于2010年，公司注册资本1亿元人民币，第一大股东证大集团（0755.HK）是以专业金融综合投资及房地产开发经营为主业的大型企业集团，第二大股东长安国际信托股份有限公司主要从事资金信托、融资租赁、投资银行业务等金融业务。证大速贷主要致力于为小微企业，个体工商户和中低收入个人提供快速便捷、免抵押、免担保的小额信贷服务。公司自成立以来发展迅速，先后在深圳、北京、上海、广州等主要一二线城市开设近48家营业网点。此外，证大速贷与中国银行、国家开发银行、江苏银行方资产管理公司等金融机构建立长期战略合作伙伴关系，累计为四万名小微客户提供了微金融服务，资产质量始终位于同行前列。,0,0
3406,0.11,15000,6,1,短期资金周转，本人信誉良好，保证按时还款。,0,1
3407,0.1,3000,3,1,￥9.00 (由人人贷平台收取) 期初服务费由人人贷平台收取￥9.00 (由人人贷平台收取) 期初服务费由人人贷平台收取￥9.00 (由人人贷平台收取) 期初服务费由人人贷平台收取￥9.00 (由人人贷平台收取) 期初服务费由人人贷平台收取￥9.00 (由人人贷平台收取) 期初服务费由人人贷平台收取￥9.00 (由人人贷平台收取) 期初服务费由人人贷平台收取￥9.00 (由人人贷平台收取) 期初服务费由人人贷平台收取,0,0
3408,0.15,30000,24,1,急需周转，本人信用良好，一定按时还款，请大家帮忙,1,1
3409,0.15,70000,18,1,第一次提交材料没发上去。是因为突发情况 没赶上。现在上来提交材料。希望能通过。我很1诚心借款。会很准时还款。。谢谢您们,0,0
3410,0.15,30000,12,1,本人是一名公务员，有稳定的收入，本次借款主要是装修房子。,0,1
3411,0.15,20000,18,1,用于短期的周转，工作稳定，每月按时还款，,0,1
3412,0.2,100000,24,1,我自己在光大银行上班，结完婚，老婆一直没上班，现在丈母娘装备拿钱出来在闹市口给我老婆开超市，需要资金60万全部成功，目前两个家庭有40万，丈母娘再自己借10万，由于老婆没使用过信用卡和贷款，她贷不到银行或者小额贷款，所以只能我的名义来贷款。,0,0
3413,0.1,10000,3,1,我因为钱周转不灵，所以急需借钱，请给与帮忙谢谢领导们。,1,0
3414,0.15,50000,18,1,个体经营，，现阶段周转困难，个人信用良好，诚信通经营两年,0,1
3415,0.15,20000,12,1,本人名下有几张信用卡，但是信用记录良好，从未出现过逾期，每一次都按时还款了，而且本人每个月的月工资有8000，加上一些额外的收入，每个月的有12000这样的收入，足够还在所借的这样20000贷款，只是结婚安排在六月中旬，也就是6月12号，目前还差一点资金，所以急需一笔钱。,1,1
3416,0.16,50000,3,1,珍珠美人天猫旗舰店，运营已有7个月。经过前期踏实细致的打基础工作，目前店铺运营势头良好，稳步增长，已初步打造出月销300件的热销产品一款，月销200件产品两款，价格分别为49/59/89元，另有一款拳头产品即将在7月中上市。产品具有独特差异性定位，店铺有独特风格调性，目前店铺拥有顾客958名，老顾客比率为22%，产品及服务满意度都在4.87分以上，客单价为85元以上。 由于6月16日为天猫/淘宝年中大促活动时间，6、7月也是美妆类目一年中最旺时节，为抓住机会，推动店铺产品上升到3个月内热销款1000件/月的销量，需加大备货及推广力度。特考虑灵活方便的短期资金贷款，诚意合作，共创双赢。谢谢！,0,1
3417,0.15,100000,24,1,岳父为某工地包工头。家里在娄底市有自建房屋。现在想自己居住的套房想翻新装修。岳父工程款要年底结账。所以特来贵公司借款。,0,0
3418,0.1,10000,3,1,"ljlk,,.l;;.'.dfcs,.kfc,.'cff,fzslfasfsaf.l;flk",0,0
3419,0.15,500000,24,1,借款人公司在苏州于2012年2月22成立，经过两年多的时间，公司不断稳步发展，现准备扩展分部，需要资金支持，感谢人人贷，感谢人人贷投资人。,0,0
3420,0.15,50000,24,1,有借有还。周转一下。。谢谢 有借有还。周转一下。。谢谢有借有还。周转一下。。谢谢,0,0
3421,0.15,50000,24,1,想开一店面，须要一些资金周转，还款不能太急。,1,0
3422,0.15,4000,12,1,本人一时资金周转不灵，可是去银行贷款太麻烦， 想要借款,0,0
3423,0.11,20000,6,1,听说宝宝前几个月各种开销巨大，此次借款为以防万一，所以各位亲们多多支持，绝对不会坏账,0,0
3424,0.13,40100,24,0,公司职员，现居江苏省南京市，从事交通运输、仓储和邮政业行业，工作收入稳定，贷款用于装修。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
3425,0.13,51200,24,0,公司职员，现居贵州省遵义市，从事金融业行业，工作收入稳定，贷款用于装修。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
3426,0.13,124500,36,0,公司职员，现居福建省厦门市，从事水利、环境和公共设施管理业行业，工作收入稳定，贷款用于装修。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
3427,0.13,86100,36,0,公司职员，现居福建省厦门市，从事科学研究、专业技术服务和地质勘查业行业，工作收入稳定，贷款用于装修。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
3428,0.13,27600,24,0,公司职员，现居贵州省贵阳市，从事卫生、社会保障和社会福利业行业，工作收入稳定，贷款用于购车。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
3429,0.13,55400,36,0,公司职员，现居甘肃省兰州市，从事公共管理、社会组织和国际组织行业，工作收入稳定，贷款用于装修。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
3430,0.13,35700,36,0,公司职员，现居贵州省遵义市，从事卫生、社会保障和社会福利业行业，工作收入稳定，贷款用于购车。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
3431,0.13,57800,36,0,公司职员，现居贵州省遵义市，从事公共管理、社会组织和国际组织行业，工作收入稳定，贷款用于日常生活消费。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
3432,0.13,46800,36,0,公司职员，现居贵州省遵义市，从事教育行业，工作收入稳定，贷款用于日常生活消费。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
3433,0.13,27600,24,0,公司职员，现居山东省青岛市，从事制造业行业，工作收入稳定，贷款用于装修。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
3434,0.13,93400,36,0,公司职员，现居山东省烟台市，从事建筑业行业，工作收入稳定，贷款用于资金周转。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
3435,0.13,24600,36,0,公司职员，现居广东省广州市，从事信息传输、计算机服务和软件业行业，工作收入稳定，贷款用于装修。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
3436,0.13,27600,24,0,公司职员，现居江苏省南通市，从事建筑业行业，工作收入稳定，贷款用于资金周转。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
3437,0.13,49200,36,0,公司职员，现居广东省广州市，从事信息传输、计算机服务和软件业行业，工作收入稳定，贷款用于日常生活消费。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
3438,0.13,46700,36,0,公司职员，现居广东省广州市，从事批发和零售业行业，工作收入稳定，贷款用于装修。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
3439,0.12,101500,18,0,公司法人，现居贵州省贵阳市，从事批发和零售业行业，经营稳定，收入良好，贷款用于扩大生产/经营。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
3440,0.15,15000,12,1,韩一模塑上班，按时还款，每月14号工资到卡,0,1
3441,0.15,10000,18,1,累计信用，短期店里装修资金周转，跟人家借钱是一定要还的，在借就不难了，还款能力可放心，,0,0
3442,0.15,300000,24,,服装公司扩大发展规模，需要更多资金备货。,0,0
3443,0.17,6000,12,1,需要资金周转，买家用设备，空调，天气转热,0,0
3444,0.18,30000,18,1,公司现在有配车，但想拥有自己的车，看上了新款迈腾进口俩箱，准备拿下，希望大家暂时帮助一下。,0,0
3445,0.15,50000,24,1,新房子装好了，没有钱买空调，电视，还是不可以进去住！,0,0
3446,0.15,50000,24,1,本人属于工薪族，一直想有一套自己的房子，现买房资金缺口，特来平台筹资，，我现在做銷售工作，月收入6000左右，,0,0
3447,0.15,4000,12,1,本人工作稳定。有足够的偿还能力，请给予支持。,0,1
3448,0.15,150000,24,1,我有稳定的工作和收入，想在贵公司借款买房。每个月还5000没有压力，希望贵公司对于我的贷款申请要求批准，谢谢,0,1
3449,0.15,6000,12,1,大学毕业自己投资点小生意、自己手里的钱都压货里了 所以想借点款来周转流动,0,0
3450,0.11,20000,6,1,本人因家庭急用钱，望大家能解燃眉之急！保证准时还款还息！,1,0
3451,0.19,70000,18,1,本人从事手机通讯行业多年。收入稳定，有固定客源，目前想扩大经营规模！,0,1
3452,0.24,10000,12,1,代钱用于生意上的资金周转.按期还款，不拖不欠。,0,0
3453,0.15,50000,24,1,金融的逻辑，借用陈志武的一句话，年轻的时候正是最好享受生活的时候，恰好又是最没钱的时候，于是我希望可以把十年二十年后的钱借到现在来花。,0,0
3454,0.12,30000,9,1,........................,0,0
3455,0.15,30000,12,1,本人因建房急需资金周转不过。。。望平台能给于批。。。,1,0
3456,0.11,3000,6,1,没钱花，天气不好没出去捕鱼，，，…………………………,0,0
3457,0.1,10000,3,1,短期周转：需要小额贷款 做生意上的短期周转,0,0
3458,0.15,20000,24,1,我们公司都是现款现货，因资金不足欲申请贷款贰万元，,0,0
3459,0.15,120000,12,1,个人临时周转用，信用良好，请批准，谢谢！,0,1
3460,0.15,6000,12,0,公司职员，现居天津市，从事It软甲java项目经理，工作收入稳定，贷款用于资金周转。有五险一金，已上2年,0,1
3461,0.15,200000,24,1,家装钱不够，贷款用于装修支付物料工钱及所需家具置办，本人信用度好，工作于厦门大型连锁企业，任职高管，工作稳定。,0,1
3462,0.12,3000,3,1,本人有稳定的工作，工资收入稳定，近期朋友结婚较多，手头有点紧，我一定会按时还款，希望各位老板支持一下。,0,1
3463,0.15,200000,24,1,家装钱不够，贷款用于装修支付物料工钱及所需家具置办，本人信用度好，工作于厦门大型连锁企业，任职高管，工作稳定。,0,1
3464,0.15,50000,12,1,本人30岁，男，现住于广东花都狮岭，从事皮具行业多年，现在经营淘宝网店，之前开过小加工厂. 我现在经营淘宝店，货源很重要，现在淘宝收货时间在10天内，时间有些长，手上资金不多，不能急时购入货源。所以我需要资金去进一些有吸引力的产品，抢先机推广，这样才会走向更长远。我的还款能力说明现在淘宝店平均每天收入500－2000元，货款一到帐就可以还款。,1,0
3465,0.15,10000,12,1,夏天想给家里换一台性能和功能更好的立式空调,0,0
3466,0.15,3000,12,1,我是一个淘宝店铺掌柜，毕业至今都是做与网店相关的工作，4年亲身体会时间都去哪儿了，去年辞职开始自己创业，经过一年的努力店铺马上4砖（差10几个评价），服装这一款很受季节和款式的影响，所以机会很短暂，自己运营店铺一年积累了不少经验和教训，今年过年回家待的时间较长...（生意受到了一点影响），今年上来几乎从头来过，由于资金紧张所以新款一直都没有投入广告运作，现在有几款宝贝很有爆款潜质，所以着急贷款，做生意最讲究的是诚信，特别是网商！所以我一定会准时还款的！加上信心十足，即使网店亏了，每个月2500左右的还款能力还是有的，所以现在希望能够贷到这笔钱，3000-10000之间都是可以的！十分感谢,1,0
3467,0.11,8000,6,0,本人因家里房子装修善欠部分资金周转，借款后将按照规定按时还款。,0,1
3468,0.15,30000,12,1,需要短期资金周转 谢谢。需要短期资金周转 谢谢需要短期资金周转 谢谢,0,0
3469,0.15,150000,24,,家里急需用钱，想借15万元。希望这个平台能够帮到我,1,0
3470,0.11,30000,6,1,"公司一项政府工程业务,我想和朋友参与一下，哪位朋友能帮一下！",0,0
3471,0.18,30000,24,1,我已经审请很都次了梭镖都三次了，，，为什么老不批我，，，我的资料全是正确的，，，而家真的需要资金周转。。,0,0
3472,0.1,50000,3,1,每月交借款管理每月交借款管理每月交借款管理,0,0
3473,0.1,10000,3,1,需要资金周转，扩大经营规模，借款用途进货压货，短期周转。,0,0
3474,0.15,150000,24,1,家装钱不够，贷款用于装修支付物料工钱及所需家具置办，本人信用度好，工作于厦门大型连锁企业，任职高管，工作稳定。,0,1
3475,0.15,100000,18,1,从事批发零售，用于扩大经营规模，支付宝月流水大概16万左右，去年刚购的房，现金比较紧张,0,0
3476,0.15,50000,24,1,手机店资金周转到期一定还到期一定还 到期一定还到期一定还,0,0
3477,0.15,30000,24,1,本人现在在武汉一家国企上班，工作有两年多，。借款用于房屋装修，月收入足够偿还。没有其他贷款。。。,0,0
3478,0.1,3000,3,,我要借款我要借款我要借款我要借款我要借款我要借款我要借款我要借款,0,0
3479,0.15,20000,12,,短期资金周转，店面装修以及店面周转。希望贵公司给予支持,0,0
3480,0.15,20000,24,1,本人预借2万，结婚装修房子。、 本人有稳定收入，工资打卡。月收入3000元。分2年还清，,0,1
3481,0.15,10000,12,1,淘宝网商短期资金周转，目前有两家淘宝店，主要经营云南特产，短期资金周转！,0,0
3482,0.11,20000,6,,本人喜欢音乐，买一套价值3万元的音响设备，短期手头困难，借款2万，半年还清,0,0
3483,0.15,10000,24,1,结婚筹备摆宴席还差一点点钱，想贷一万左右，其他找亲友解决,0,0
3484,0.15,30000,24,1,置办家具电器，恳求通过，万分感谢。。。。。,0,0
3485,0.15,70000,24,1,补充工作。征信报告还有流水的认证。。。因为。,0,0
3486,0.15,150000,12,1,本人从事文化教育行业，现希望引入更多资金，加速扩张发展,0,0
3487,0.15,50000,24,,希望本行相信我.对我有所支持.我一定按期还款.谢谢,0,0
3488,0.15,100000,24,,由于做生意资金不足 所以需要十万元作为周转基金 特此申请,0,0
3489,0.15,20000,12,,家中有点事 急需要两万左右周转 本人每月工资按时发放 年薪27000元 征信空白 国有企业单位上班,1,1
3490,0.15,190000,24,1,家装钱不够，贷款用于装修支付物料工钱及所需家具置办，本人信用度好，工作于厦门大型连锁企业，任职高管，工作稳定。,0,1
3491,0.2,100000,24,1,自己新和人合伙开了个贸易公司。业务量多了，如果有更多的资金可以周转就可以做更多的业务了。,0,0
3492,0.15,5000,12,1,我想买辆电动车 工资偿还 个人消费,0,0
3493,0.12,50700,18,0,公司法人，现居江苏省苏州市，从事制造业行业，经营稳定，收入良好，贷款用于购买货物/原材/设备。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
3494,0.13,46700,36,0,公司职员，现居吉林省长春市，从事电力、燃气及水的生产和供应业行业，工作收入稳定，贷款用于装修。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
3495,0.13,77800,36,0,公司职员，现居辽宁省沈阳市，从事批发和零售业行业，工作收入稳定，贷款用于资金周转。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
3496,0.13,41500,24,0,公司职员，现居辽宁省沈阳市，从事批发和零售业行业，工作收入稳定，贷款用于装修。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
3497,0.13,57800,36,0,公司职员，现居辽宁省沈阳市，从事交通运输、仓储和邮政业行业，工作收入稳定，贷款用于资金周转。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
3498,0.1,20000,3,1,淘宝皇冠卖家，网店周转，符合人人贷借款条件，短期借入,0,0
3499,0.13,77800,36,0,公司职员，现居辽宁省沈阳市，从事交通运输、仓储和邮政业行业，工作收入稳定，贷款用于资金周转。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
3500,0.13,46700,36,0,公司职员，现居山东省青岛市，从事批发和零售业行业，工作收入稳定，贷款用于扩大生产/经营。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
3501,0.13,27600,24,0,公司职员，现居贵州省遵义市，从事公共管理、社会组织和国际组织行业，工作收入稳定，贷款用于装修。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
3502,0.13,46700,36,0,公司职员，现居江苏省南京市，从事批发和零售业行业，工作收入稳定，贷款用于装修。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
3503,0.12,88800,18,0,公司企业负责人，现居江苏省南通市，从事制造业行业，经营稳定，收入良好，贷款用于扩大生产/经营。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
3504,0.13,41800,36,0,公司职员，现居贵州省遵义市，从事公共管理、社会组织和国际组织行业，工作收入稳定，贷款用于购房。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
3505,0.13,31100,36,0,公司职员，现居吉林省长春市，从事交通运输、仓储和邮政业行业，工作收入稳定，贷款用于购车。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
3506,0.13,57800,36,0,公司职员，现居贵州省遵义市，从事教育行业，工作收入稳定，贷款用于装修。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
3507,0.13,73800,36,0,公司职员，现居北京省北京市，从事金融业行业，工作收入稳定，贷款用于装修。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
3508,0.13,49200,36,0,公司职员，现居贵州省遵义市，从事公共管理、社会组织和国际组织行业，工作收入稳定，贷款用于装修。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
3509,0.12,40600,18,0,公司法人，现居贵州省遵义市，从事批发和零售业行业，经营稳定，收入良好，贷款用于扩大生产/经营。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
3510,0.12,31700,18,0,公司法人，现居江苏省南通市，从事制造业行业，经营稳定，收入良好，贷款用于资金周转。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
3511,0.13,124500,36,0,公司职员，现居安徽省合肥市，从事批发和零售业行业，工作收入稳定，贷款用于装修。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
3512,0.13,30400,24,0,公司职员，现居重庆省重庆市，从事电力、燃气及水的生产和供应业行业，工作收入稳定，贷款用于购车。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
3513,0.15,60000,24,1,本人因需买车，请各位帮忙！个人信誉好，还款及时。,0,0
3514,0.15,500000,24,,因公司业务经营范围扩大，公司的流动资金需要扩充！为了更好的保障客源不流失，需要对公司的整体环境及业务定期进行维护！,0,0
3515,0.15,50000,12,1,开了新店，现在需要装修.差一点钱。现在在公司上班。自己给老婆开店铺,0,0
3516,0.12,36000,9,1,本人现任职公司主要业务是消防器材销售和品牌电器代理，现任职公司由于业务扩大，需开设第三个直营分店。但是要直营店负责人入股至少3%，本人已在本公司上班16个月，每月最低工资8000.因前段时间婚礼筹备消耗掉积蓄，现急需资金周转，望理财人支持。本人重诚信，所借钱会按时归还。,1,1
3517,0.15,15000,24,1,怎么我每次都是流标啊，我提供的资料还不够清楚吗，你们有认真看吗？,0,0
3518,0.15,200000,24,1,贷款贵阳创业，国家大力开发西部，以贵阳为中心建立中国第二个国际化金融中心，李嘉诚，马云，郭台铭相继投资于贵阳，发展潜力大。,0,0
3519,0.15,20000,18,1,房子装修好了 资金较为紧张 需要购置家电和家具 希望得到帮助 本人为公司股东 稳定工资和年底分红 还款无压力,0,1
3520,0.15,50000,24,1,借款兼职经营，入股主营茶楼，另兼营小超市。,0,0
3521,0.2,7000,9,1,我买笔记本因为资金周转不开 ，好借好还，,0,0
3522,0.15,100000,24,1,我和爱人工作稳定 每月收入共17000元 房贷每月需还3427 父母帮还房贷 还款无压力,0,1
3523,0.15,500000,24,1,5月份因扩大厂房的需要，现急需资金用于周转,1,0
3524,0.15,10000,12,1,用于消费。。。本人从不拖欠，，，，有账必还,0,0
3525,0.15,12000,12,1,体验人人贷，网贷平台！我会按时还款，请大家放心！,0,1
3526,0.15,80000,24,1,我要想装修新买的房子，办理一下装修贷款，下午平台帮忙。谢谢！！！！,0,0
3527,0.24,300000,24,,本养殖场已经三年了，目前初具规模，由于资金有限，无法扩大规模，望得到支持，本养殖场从事豪猪养殖，通过了劳动部门的微型企业培训，一切证件齐全（个体独资企业营业执照，组织机构代码证，税务登记证，重庆市陆生野生动物驯养繁殖许可证，重庆市陆生野生动物及其产品经营许可证），不过本人银行征信有问题（以前年轻时太耿直了，用自己身份证去给朋友贷过两笔款，有一笔已经结清，有一笔成为呆帐了，现在很无奈，我是诚心请求帮助，所以不想隐瞒）,0,0
3528,0.12,30000,9,1,现在打算买辆车 还差三万左右 本人信用记录一直很好 目前有一套楼房 首付12万 已换一年+9个月 月供2184元 信用卡两张 共计2.9万额度 已婚人士,0,0
3529,0.15,100000,24,1,本人在电力部门上班，除上班外想投资创业，,0,0
3530,0.12,50000,9,1,本小店因扩大规模急需一笔资金支持，望贵网尽快答复。谢谢。,1,0
3531,0.11,20000,6,1,垄断国企年入13万借款2万，用于购房，请,0,0
3532,0.15,50000,24,1,本人现在想购置一套住房。因资金缺口。特来平台筹资。我现在供职于一家养生会所。任销售一职。月工资在5000以上。以部分打卡。部分现金发放。打卡工资月平均2000左右。,0,0
3533,0.1,5000,3,1,我原来是一名打工者。在现老板这里工作。有机会来做茶叶生意，我想投资入股，我总投资为伍万元整。现缺资金伍千元整。望人人贷给予支持和帮助。,0,0
3534,0.2,3000,12,1,我想买一台手机 现在的手机坏了 我现在每个月2800工资 可以每个月按期还款,0,0
3535,0.1,30000,3,0,借款50万元用于公司金碧辉煌门业生产经营周转，,0,0
